Action Key,Process ID,Parent ID,Root Stage ID,Stage,Level #,Level Type,Action / Task,RACI Source ID,RACI Source Task,RACI Assignment Type,Responsible,Accountable,Consulted,Informed,Primary Swimlane,Gate,Recommended View,Status,Priority,AppSheet Show?,Original Row
4-43-7,4.43.7,4.43,4,Notice to Launch,3,Task,On-Site Client Management,4.43,Electronic On-Site Communications,Inherited,Admin Operations,Project Mgt,Operations Field,Operations Staffing,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,527
4-44,4.44,4,4,Notice to Launch,2,Process,Client Introductions,4.44,Client Introductions,Direct,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,528
4-44-1,4.44.1,4.44,4,Notice to Launch,3,Task,Client Expectations / Roles,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,529
4-44-2,4.44.2,4.44,4,Notice to Launch,3,Task,Identify Staging Area / Drop off Locations,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,530
4-44-3,4.44.3,4.44,4,Notice to Launch,3,Task,Identify End of Job Staff Removal,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,531
4-44-4,4.44.4,4.44,4,Notice to Launch,3,Task,Local Emergency Services,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,532
4-44-5,4.44.5,4.44,4,Notice to Launch,3,Task,Supply Chain / Facility Management,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,533
5,5,,5,MONITOR,1,Stage,MONITOR,4.44,Client Introductions,Inherited,Admin Mgt,Project Mgt,operations,Operations Staffing,Sales,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,534
5-1,5.1,5,5,MONITOR,2,Process,Work Stoppage Day 1,5.1,Work Stoppage Day 1,Direct,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,535
5-1-1,5.1.1,5.1,5,MONITOR,3,Task,HC: Transport Personnel to Facility Staging Area,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,536
5-1-2,5.1.2,5.1,5,MONITOR,3,Task,HC: Unit Manager Obtains Personnel,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,537
5-1-3,5.1.3,5.1,5,MONITOR,3,Task,Ind: Transport personnel to Facility,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,538
5-2,5.2,5,5,MONITOR,2,Process,End of Shift,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,539
5-2-1,5.2.1,5.2,5,MONITOR,3,Task,Personnel Return to Drop Off Location,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,540
5-2-2,5.2.2,5.2,5,MONITOR,3,Task,Transport Personnel to Hotel,5.1,Work Stoppage Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,541
5-3,5.3,5,5,MONITOR,2,Process,Post Day 1,5.3,Post Day 1,Direct,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,542
5-3-1,5.3.1,5.3,5,MONITOR,3,Task,Transport Personnel to Facility,5.3,Post Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,543
5-3-2,5.3.2,5.3,5,MONITOR,3,Task,Personnel Go to Work Stations,5.3,Post Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,544
5-3-3,5.3.3,5.3,5,MONITOR,3,Task,Transport Personnel to Hotel,5.3,Post Day 1,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,545
5-4,5.4,5,5,MONITOR,2,Process,Daily Management,5.4,Daily Management,Direct,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,546
5-4-1,5.4.1,5.4,5,MONITOR,3,Task,Daily Per Diem Validation,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,547
5-4-2,5.4.2,5.4,5,MONITOR,3,Task,Add Daily Expenses to Reports,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,548
5-5,5.5,5,5,MONITOR,2,Process,Daily Time & Attendance Validation,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,549
5-5-1,5.5.1,5.5,5,MONITOR,3,Task,Rotate Out (45 days),5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,550
5-5-1-1,5.5.1.1,5.5.1,5,MONITOR,4,Subtask,Rotate: Backfill Provided,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,551
5-5-1-2,5.5.1.2,5.5.1,5,MONITOR,4,Subtask,Rotate: Travel Backfill,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,552
5-5-2,5.5.2,5.5,5,MONITOR,3,Task,Released,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,553
5-5-2-1,5.5.2.1,5.5.2,5,MONITOR,4,Subtask,Release: Transport Out,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,554
5-5-2-2,5.5.2.2,5.5.2,5,MONITOR,4,Subtask,Release: Determine Backfill Need,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,555
5-5-3,5.5.3,5.5,5,MONITOR,3,Task,Resignation (DNR),5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,556
5-5-3-1,5.5.3.1,5.5.3,5,MONITOR,4,Subtask,Resignation: Transport Out,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,557
5-6,5.6,5,5,MONITOR,2,Process,Final Check,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,558
5-7,5.7,5,5,MONITOR,2,Process,DNR: Note ATS,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,559
5-8,5.8,5,5,MONITOR,2,Process,Daily Performance Reports,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,560
5-8-1,5.8.1,5.8,5,MONITOR,3,Task,Touch base with Unit/Department Managers,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,561
5-9,5.9,5,5,MONITOR,2,Process,Vehicle Status,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,562
5-9-1,5.9.1,5.9,5,MONITOR,3,Task,Minor Damages,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,563
5-9-1-1,5.9.1.1,5.9.1,5,MONITOR,4,Subtask,Report w/Picture to Travel Manager,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,564
5-9-1-2,5.9.1.2,5.9.1,5,MONITOR,4,Subtask,Review with Rental Representative,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,565
5-9-2,5.9.2,5.9,5,MONITOR,3,Task,Major Damages,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,566
5-9-2-1,5.9.2.1,5.9.2,5,MONITOR,4,Subtask,Document w/Picture & Official Accidnet Report,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,567
5-9-2-2,5.9.2.2,5.9.2,5,MONITOR,4,Subtask,Report to Travel Manager,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,568
5-9-2-3,5.9.2.3,5.9.2,5,MONITOR,4,Subtask,Review with Rental Representative,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,569
5-10,5.10,5,5,MONITOR,2,Process,Lodging Accommodations,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,570
5-10-1,5.10.1,5.10,5,MONITOR,3,Task,Add / Delete Rooms as needed,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,571
5-10-2,5.10.2,5.10,5,MONITOR,3,Task,Obtain Billing Folios for Travel Manager,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,572
5-10-3,5.10.3,5.10,5,MONITOR,3,Task,Research Damages,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,573
5-10-4,5.10.4,5.10,5,MONITOR,3,Task,Daily Coordinator Communications,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,574
5-11,5.11,5,5,MONITOR,2,Process,HC: Joint Commission Reporting,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,575
5-11-1,5.11.1,5.11,5,MONITOR,3,Task,Discuss w/Client How to Handle,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,576
5-11-2,5.11.2,5.11,5,MONITOR,3,Task,Failed Drug Screen,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,577
5-11-3,5.11.3,5.11,5,MONITOR,3,Task,Failed Background,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,578
5-11-4,5.11.4,5.11,5,MONITOR,3,Task,Failed Comp Exam,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,579
5-12,5.12,5,5,MONITOR,2,Process,Compliance Manager Decision,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,580
5-12-1,5.12.1,5.12,5,MONITOR,3,Task,"Personnel Issue(s): character, skills, etc.",5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,581
5-12-2,5.12.2,5.12,5,MONITOR,3,Task,Written Incident Report,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,582
5-12-3,5.12.3,5.12,5,MONITOR,3,Task,Update Incident Log,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,583
5-12-4,5.12.4,5.12,5,MONITOR,3,Task,Review / File Report,5.4,Daily Management,Inherited,Operations Field,Project Mgt,operations,Account Manager,Operations Field,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,584
5-13,5.13,5,5,MONITOR,2,Process,Payroll / Per Diem,5.13,Payroll / Per Diem,Direct,Accounting,COS,operations,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,585
5-13-1,5.13.1,5.13,5,MONITOR,3,Task,Distribute Daily Per Diem,5.13,Payroll / Per Diem,Inherited,Accounting,COS,operations,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,586
5-13-2,5.13.2,5.13,5,MONITOR,3,Task,Process Daily Payroll (if applicable),5.13,Payroll / Per Diem,Inherited,Accounting,COS,operations,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,587
5-13-3,5.13.3,5.13,5,MONITOR,3,Task,Weekly Payroll Processed,5.13,Payroll / Per Diem,Inherited,Accounting,COS,operations,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,588
5-13-4,5.13.4,5.13,5,MONITOR,3,Task,Expense Report Processed,5.13,Payroll / Per Diem,Inherited,Accounting,COS,operations,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,589
5-14,5.14,5,5,MONITOR,2,Process,Office Monitoring,5.14,Office Monitoring,Direct,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,590
5-14-1,5.14.1,5.14,5,MONITOR,3,Task,Finalize Reimbursement Requests,5.14,Office Monitoring,Inherited,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,591
5-14-2,5.14.2,5.14,5,MONITOR,3,Task,"Monitor Email Boxes: Strike, Licensing, Profiles",5.14,Office Monitoring,Inherited,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,592
5-14-3,5.14.3,5.14,5,MONITOR,3,Task,HC: Finalize References,5.14,Office Monitoring,Inherited,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,593
5-14-4,5.14.4,5.14,5,MONITOR,3,Task,HC: Finalize Verifications,5.14,Office Monitoring,Inherited,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,594
5-14-5,5.14.5,5.14,5,MONITOR,3,Task,HC: Complete Pending Documents,5.14,Office Monitoring,Inherited,Accounting,COS,Admin Mgt,Project Mgt,Finance / Accounting,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,595
5-15,5.15,5,5,MONITOR,2,Process,Continuous Management,5.15,Continuous Management,Direct,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,596
5-15-1,5.15.1,5.15,5,MONITOR,3,Task,Rental Renewals (30 days),5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,597
5-15-1-1,5.15.1.1,5.15.1,5,MONITOR,4,Subtask,Deliver Current Mileage to Travel Manager,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,598
5-15-1-2,5.15.1.2,5.15.1,5,MONITOR,4,Subtask,Determine New Return Date,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,599
5-15-1-3,5.15.1.3,5.15.1,5,MONITOR,4,Subtask,Determine if Maintenance is Due,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,600
5-15-1-4,5.15.1.4,5.15.1,5,MONITOR,4,Subtask,Service Vehicle (if applicable),5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,601
5-15-2,5.15.2,5.15,5,MONITOR,3,Task,Mid Contract Terminations,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,602
5-15-2-1,5.15.2.1,5.15.2,5,MONITOR,4,Subtask,Determine if Return by Bus or Plain,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,603
5-15-2-2,5.15.2.2,5.15.2,5,MONITOR,4,Subtask,Bus: Expensed by Coordinator,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,604
5-15-2-3,5.15.2.3,5.15.2,5,MONITOR,4,Subtask,Payroll Deduction: Validate fund to Cover Cost,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,605
5-15-2-4,5.15.2.4,5.15.2,5,MONITOR,4,Subtask,Final Check,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,606
5-15-2-5,5.15.2.5,5.15.2,5,MONITOR,4,Subtask,Book Cheapest Flight or Bus,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,607
5-15-2-6,5.15.2.6,5.15.2,5,MONITOR,4,Subtask,Send Payroll Deduction to Payroll,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,608
5-15-2-7,5.15.2.7,5.15.2,5,MONITOR,4,Subtask,Distribute Travel Information to Terminated Person,5.15,Continuous Management,Inherited,Travel,Operations Field,Admin Mgt,Project Mgt,Travel,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,609
5-16,5.16,5,5,MONITOR,2,Process,End of Notice,5.16,End of Notice,Direct,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Process Record,Not Started,Normal,Yes,610
5-16-1,5.16.1,5.16,5,MONITOR,3,Task,Outbound Transportation Replacement Staff,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,611
5-16-1-1,5.16.1.1,5.16.1,5,MONITOR,4,Subtask,Determine if Outbound Airport Different then Inbound,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,612
5-16-1-2,5.16.1.2,5.16.1,5,MONITOR,4,Subtask,Travel Team sets up outbound travel,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,613
5-16-1-3,5.16.1.3,5.16.1,5,MONITOR,4,Subtask,Flight Details sent to on-site coordinator,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,614
5-16-1-4,5.16.1.4,5.16.1,5,MONITOR,4,Subtask,Distribute Outbound Flight Details,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,615
5-16-1-5,5.16.1.5,5.16.1,5,MONITOR,4,Subtask,Establish outbound van schedule (3hrs prior),5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,616
5-16-1-6,5.16.1.6,5.16.1,5,MONITOR,4,Subtask,Complete Airport Runs,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,617
5-16-1-7,5.16.1.7,5.16.1,5,MONITOR,4,Subtask,Monitor Outbound Flights,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,618
5-16-2,5.16.2,5.16,5,MONITOR,3,Task,Finalize Hotel Rooms,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,619
5-16-2-1,5.16.2.1,5.16.2,5,MONITOR,4,Subtask,Review Incidentals,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,620
5-16-2-2,5.16.2.2,5.16.2,5,MONITOR,4,Subtask,Close Rooms,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,621
5-16-3,5.16.3,5.16,5,MONITOR,3,Task,Outbound Logistics & Management Team,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,622
5-16-3-1,5.16.3.1,5.16.3,5,MONITOR,4,Subtask,Refuel Vehicle,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,623
5-16-3-2,5.16.3.2,5.16.3,5,MONITOR,4,Subtask,Submit fuel Expense Receipts to Coordinator,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,624
5-16-3-3,5.16.3.3,5.16.3,5,MONITOR,4,Subtask,Return Vehicle (same as pick up),5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,625
5-16-3-4,5.16.3.4,5.16.3,5,MONITOR,4,Subtask,Submit Concur Expenses,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,626
5-16-4,5.16.4,5.16,5,MONITOR,3,Task,Inventory Return,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,627
5-16-4-1,5.16.4.1,5.16.4,5,MONITOR,4,Subtask,Set up shipping labels,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,628
5-16-4-2,5.16.4.2,5.16.4,5,MONITOR,4,Subtask,Return to home office,5.16,End of Notice,Inherited,Project Mgt,Account Manager,Travel/ Operations  - Field,Operations Staffing/Accounting,Project Management,Gate 5 - Active Operations Complete,Checklist Item,Not Started,Normal,Yes,629
6,6,,6,CLOSE-OUT,1,Stage,CLOSE-OUT,6,CLOSE-OUT,Direct,Project Mgt,Travel/ Operations  - Field,Admin Mgt,Operations Staffing/Accounting,Project Management,Gate 6 - Closeout Approved,Process Record,Not Started,Normal,Yes,630
6-1,6.1,6,6,CLOSE-OUT,2,Process,Deactivate Badges,6,CLOSE-OUT,Inherited,Project Mgt,Travel/ Operations  - Field,Admin Mgt,Operations Staffing/Accounting,Project Management,Gate 6 - Closeout Approved,Process Record,Not Started,Normal,Yes,631
6-2,6.2,6,6,CLOSE-OUT,2,Process,Deactivate System Access (if applicable),6,CLOSE-OUT,Inherited,Project Mgt,Travel/ Operations  - Field,Admin Mgt,Operations Staffing/Accounting,Project Management,Gate 6 - Closeout Approved,Process Record,Not Started,Normal,Yes,632
6-3,6.3,6,6,CLOSE-OUT,2,Process,Hotel Wrap Up,6.3,Hotel Wrap Up,Direct,Travel,Operations Field,Admin Mgt,Operations Staffing/Accounting,Travel,Gate 6 - Closeout Approved,Process Record,Not Started,Normal,Yes,633
6-3-1,6.3.1,6.3,6,CLOSE-OUT,3,Task,Hotel Folios,6.3,Hotel Wrap Up,Inherited,Travel,Operations Field,Admin Mgt,Operations Staffing/Accounting,Travel,Gate 6 - Closeout Approved,Checklist Item,Not Started,Normal,Yes,634
